,fraction_up,xsec_mean,xsec_std,xsec_med,p05,p95,volsurp_med,sector_disp_meanstd,sector_spread_meanabs,score,anomaly
2013-04-11,0.4,-0.0061484602584786305,0.022406784113364643,-0.003121434337383433,-0.034852550967865006,0.015402358793950417,0.6179981062114734,0.022240163491065418,0.014110742818984742,0.11795654877311956,0
2013-04-12,0.4,0.004041401259317135,0.01420702074632143,-0.000430176168760954,-0.009380529264125071,0.022285307341126746,0.3388209789239967,0.019155271965500615,0.004171462901798852,0.20111689887209067,0
2013-04-15,0.0,-0.015280312841153143,0.008183159173049641,-0.01887350330243842,-0.022645539999834718,-0.004834319228456098,0.6414812344090411,0.010706504898572576,0.003021812259033278,0.1826137312529792,0
2013-04-16,1.0,0.013557381983412364,0.0031216258686232175,0.014630420466680949,0.009991660814233106,0.016849409441712072,-0.4283657189783044,0.0028765113907026373,0.002121105965801699,0.17278214915973195,0
2013-04-17,0.0,-0.019488442823949573,0.01650040986342986,-0.01362535771007145,-0.04181018776516031,-0.006489502184657027,0.7509160116379459,0.022754314930745537,0.003205535843192636,0.11851672721737361,0
2013-04-18,0.0,-0.019748267704498113,0.011063006050935582,-0.021276291125400526,-0.02921197555751238,-0.005019246311683049,0.6932117458166879,0.013044040708735619,0.005165644650220526,0.1655434360558607,0
2013-04-19,0.8,0.016072710290661752,0.021597492197263743,0.003469283576692739,-0.002623189320537023,0.04227943876578211,1.4919581630526464,0.020324554923602033,0.015363736221604354,0.0843772224027346,0
2013-04-22,1.0,0.01414972591821333,0.01464374490029452,0.012407804215407658,0.0005582622733149468,0.032653717046420505,0.28998182435670633,0.017056919489665794,0.0069295942853397074,0.1910377788395221,0
2013-04-23,0.8,0.013499862109479399,0.013119474933264095,0.01871231249559191,-0.004020974380797293,0.025029044458017367,0.27400094887642,0.017677749222401753,0.003858555794345723,0.19272312465149438,0
2013-04-24,0.6,0.015347562408561211,0.01916518048755657,0.006869682913255737,-0.0014090769537697945,0.03713792436057419,1.2236813990794362,0.021812002320088918,0.010787409831269064,0.1290376225052235,0
2013-04-25,0.8,0.007556113947023824,0.009747038868299892,0.0072017301749740525,-0.003144616988400539,0.01926704252639277,0.003120681103777131,0.001291192983627183,0.009298302684055947,0.20728976841216623,0
2013-04-26,0.2,-0.010594602711781297,0.028129792681805623,-0.00469629355110146,-0.0466406654068316,0.01638712748161721,0.5179868989982696,0.015111378448828976,0.02039311706512539,0.04928933484541298,0
2013-04-29,0.8,0.014161584070528676,0.020275448164516634,0.022010983094730374,-0.013531457309390182,0.02993359695817279,0.307285295425549,0.00984342644576489,0.016881537765195034,0.11324723742838838,0
2013-04-30,1.0,0.016444422370333146,0.008186669095415818,0.015025999834357151,0.008329457407616392,0.026806245453395182,0.7043896893571618,0.008402476347260355,0.004384304951733715,0.19252520865083322,0
2013-05-01,0.0,-0.011016537945985538,0.006549693918897228,-0.008714571487613343,-0.019884032950700115,-0.005593100962222275,0.02547276262175095,0.0018837041447602823,0.00620722780263555,0.1812017254018265,0
2013-05-02,1.0,0.013588706503811965,0.0024579130645065116,0.013447390290150185,0.011295765091004117,0.01675895156069891,-0.02467984462194988,0.0012630284148512326,0.00222852480822398,0.16512566599403333,0
2013-05-03,1.0,0.013100766094952032,0.007268831894634743,0.010010762785205296,0.0054660582333481145,0.021306075409797297,-0.16383467347131164,0.0032544617638904532,0.006664493083584411,0.21204851673701602,0
2013-05-06,0.6,0.007682735911702499,0.013910065587209558,0.007763460988429172,-0.0078001770971651615,0.022819997526976322,-0.09969109491645653,0.013456484216953364,0.009879787830540618,0.21199160612970674,0
2013-05-07,0.2,-0.005531196325891075,0.008560266301060115,-0.005014237674865751,-0.013032634888784478,0.005398188938818381,0.22246692619526384,0.004951579455841681,0.006181476766860299,0.22353896559159647,0
2013-05-08,0.8,0.00856389559506041,0.01191820393947167,0.011293736111777308,-0.006948171865797947,0.018968164162801802,0.009891223916091861,0.014524400370640738,0.0057806695961108295,0.22423664376081037,0
2013-05-09,0.4,-0.004253125301153316,0.008385318916777346,-0.002461023113499161,-0.014194503282728999,0.0047209974465543866,0.027328546637328574,0.008136363631077961,0.005229604344603444,0.2387913548768636,0
2013-05-10,0.8,0.012253752715237386,0.020305654311266828,0.010040408088194397,-0.006471690486998272,0.03890049430325355,-0.31587732042780936,0.028659893739663708,0.0012246414949131212,0.13135602942973046,0
2013-05-13,0.6,-0.0012107795618481409,0.011857212679635526,0.0033379866088401045,-0.017119652462887512,0.009102088551526808,-0.4950435380266868,0.016367953293489272,0.0024342543287046176,0.20565563578671442,0
2013-05-14,0.8,0.006261333446251771,0.01695983947594882,0.014441796771287319,-0.016959416672680083,0.015059645328696813,0.1219901736911882,0.02244138375338267,0.005699866321124879,0.16564690542549582,0
2013-05-15,0.6,0.0037770718579316354,0.025295488015990488,0.009543683461802122,-0.028372911825773017,0.029423454064338946,-0.010533246311831373,0.027548099670148613,0.015050535495720711,0.10210093077393678,0
2013-05-16,0.4,-0.001376645711959057,0.011112135851367479,-0.004761883908968256,-0.01232978928666877,0.012048029599056152,0.15335957720374963,0.009175397629911987,0.008677411844636612,0.22399757309290985,0
2013-05-17,0.8,0.01286130907086096,0.011203057105670813,0.016404599082797455,-0.0012549894951621177,0.022921323501628788,-0.05538440158168033,0.013609405303522726,0.005562635584686691,0.21600037059263433,0
2013-05-20,0.4,0.0034397511843517357,0.011732172856655584,-0.000714912472263407,-0.00713189653125561,0.019059859367744767,-0.09991792635244214,0.012399601012718153,0.0071132936695832835,0.22829337268460032,0
2013-05-21,0.4,-0.001133916656425238,0.006004057733694169,-0.0017170845635624543,-0.00721744722682518,0.005231850701594265,-0.2191383356633528,0.00714825549843038,0.002676163390840111,0.23743713768962565,0
2013-05-22,0.2,-0.015837981167331948,0.014821267598492699,-0.019350175554300075,-0.03227090093656051,0.0016977817968787594,0.3788172985056135,0.01997767127920146,0.00427498915160817,0.153522224281346,0
2013-05-23,0.4,-0.0014788510889562456,0.011169767080110695,-0.004411287796181829,-0.012123590593289092,0.013135773000470816,-0.13692958236181027,0.014633875875428071,0.003959031044013125,0.22706435844833528,0
2013-05-24,0.4,-0.0013573417344631355,0.007114347932969438,-0.00022920239606116777,-0.009812278412683905,0.0061490181786502335,-0.42981104413961074,0.006735799201676743,0.004415168670472037,0.23795858344838955,0
2013-05-28,0.6,0.008634084522640006,0.013310153514201884,0.009103232102527503,-0.006805006097591426,0.02174887634205609,-0.19982342358442123,0.015712044357169393,0.005795254835857418,0.22141755578396954,0
2013-05-29,0.2,-0.0047062389885406345,0.008161710753423517,-0.006194042702196589,-0.013081810085886625,0.005561485591028246,-0.34134894119685566,0.007612404798844471,0.00527922563092312,0.23234216188378348,0
2013-05-30,1.0,0.008015277441373269,0.0055758234275897715,0.004895908958705952,0.0031173521248512694,0.01455203569362724,-0.30856879406076987,0.005684134770860335,0.0036946906706689753,0.22115964664375815,0
2013-05-31,0.4,-0.0018667736325376216,0.007278494797044241,-0.0037110264900950263,-0.009568497561699108,0.007211281751639697,0.2056321074356326,0.004064851828750852,0.005841703231045949,0.23217814299546646,0
2013-06-03,0.4,0.0015702118981164581,0.010915153160144539,-0.0013821521865141628,-0.007718645225750454,0.01625684313724189,0.0027595426193521904,0.011320859758807112,0.007057434457597693,0.23348461724991376,0
2013-06-04,0.2,-0.006571148995857002,0.0070039344267827765,-0.004421464018733889,-0.015453170373356584,0.0004815781549045487,-0.25158422654100976,0.009501558940286316,0.00192668643688261,0.22137651224028682,0
2013-06-05,0.4,-0.006108433542427761,0.010330833799690404,-0.006001797344844406,-0.019008446359081742,0.004565702819517136,-0.12897842544868313,0.008112315923728616,0.008199016360301176,0.21723249074403633,0
2013-06-06,0.8,0.000961560805457995,0.009012340412874372,0.005175397110218638,-0.011458029680809556,0.006233963038831458,-0.018953898488703175,0.011969052651040729,0.0027971253400633877,0.21923717082865335,0
2013-06-07,1.0,0.01863789578396049,0.009679696950598955,0.017452293889982595,0.008919352002758929,0.03106396164781424,-0.11521148494600615,0.006334345556185225,0.006981170006896212,0.19384954517420006,0
2013-06-10,0.4,0.0028371231256966167,0.010095215122088682,-0.0006920738364988299,-0.006408738434779138,0.014520498668846749,0.14614342509680506,0.0031668158023703988,0.009519785232170503,0.21173520086835235,0
2013-06-11,0.0,-0.01469426977519921,0.007610393943296153,-0.017761518083836858,-0.021642610313812892,-0.0046901715851613195,-0.7976280281283339,0.008840385504125413,0.004082103269746071,0.17637025494626685,0
2013-06-12,0.2,-0.0072913775047104504,0.006839807772693299,-0.008899639438643248,-0.012153904245455727,0.0019802035784551174,-0.5692981599350769,0.008881037203313345,0.0025044709232810544,0.2148688186342647,0
2013-06-13,0.8,0.00888427507237639,0.011481645089020335,0.008722998774493451,-0.005248569691866489,0.021253774334890174,-0.27391222571729457,0.01540719910919012,0.003486595019710329,0.22498429017129362,0
2013-06-14,0.0,-0.006585264022358728,0.005035355211580922,-0.006526716055277437,-0.01268832673619833,-0.001560464085872937,-0.5706604647219893,0.006164847479595696,0.001959513495832067,0.1994555066177513,0
2013-06-17,1.0,0.011879532336251764,0.00497790648969775,0.012810861259293205,0.005578671689835124,0.016924360589217844,-0.11725859241025337,0.006492829339082213,0.001736150308824887,0.20773488107942145,0
2013-06-18,0.4,0.004441185060837127,0.009753681138900934,-0.000532388710639542,-0.005083201361019141,0.015632811014554538,-0.662487429438517,0.003267414063770256,0.009172678592096794,0.20315458582869178,0
2013-06-19,0.4,-0.0027231298074264164,0.019979255217819895,-0.011149210827676947,-0.018804714370546982,0.024457714114047263,0.34192122992616064,0.02711304193007004,0.005088261752971941,0.14030372735559754,0
2013-06-20,0.0,-0.02159685503124955,0.007398131901652646,-0.01769774760709164,-0.030831674020061085,-0.015043863030357164,0.7137645095416397,0.008890102140371831,0.003789914187364266,0.15232144238546802,0
2013-06-21,0.0,-0.004113153619344367,0.0032907309286801805,-0.004306313744435797,-0.0077240097312297525,-0.0005110427827500265,2.1757333337771585,0.0034853390974903327,0.0017409716141897668,0.1287979979336477,0
2013-06-24,0.2,-0.011297971378123717,0.015339530583856419,-0.012645694563216514,-0.025365222704368962,0.008808581252897092,1.2293314541968305,0.02165469695097006,0.0008740972709093438,0.12917439223102656,0
2013-06-25,0.6,0.0014329206896398939,0.004719301892129027,0.00022361855013719456,-0.003598527780099037,0.006759600986555192,-0.1938855912780913,0.004533468716694957,0.0033681947364233057,0.2366188036085068,0
2013-06-26,0.6,0.00639715399785985,0.01451541329287824,0.008600750632081988,-0.010185600518587901,0.02018490575264518,0.046979293634376654,0.0167971530423082,0.0070874888743802196,0.21495420377228058,0
2013-06-27,0.4,-0.0016536028277345683,0.008125772470096588,-7.208303195660459e-05,-0.010460418858872722,0.007071151562591104,-0.20889758887275686,0.010333591783254879,0.003177678977359645,0.23766780323648634,0
2013-06-28,0.8,0.002216219380808959,0.003483838267639792,0.002141342563756865,-0.0017477143351265932,0.006339409686300711,0.8049817399481919,0.004648564593120784,0.0011044070984852865,0.18707355055744745,0
2013-07-01,0.8,0.011095245654613017,0.013955645785983755,0.008530538660047382,-0.0033143964620915957,0.028778267660010924,-0.7743127794204842,0.019337974003883703,0.0026969449821582447,0.182299138059911,0
2013-07-02,0.4,0.0018449633264907117,0.013405135807818621,-0.0007091684712220436,-0.01103352947752001,0.019277872131869773,-0.5025883165978012,0.01777041715693612,0.004482170913464382,0.20824098293833126,0
2013-07-03,1.0,0.0032296277470855728,0.001840680884173869,0.0028388562033965226,0.0012583848361595873,0.005349817797070289,-1.955095659481196,0.001814039369114057,0.0012854394473219442,0.12940700190312193,0
2013-07-05,0.8,0.004022216789091782,0.006794676379187635,0.006513377697337397,-0.00524972120600573,0.007928569777562533,-0.8794170350349214,0.00863500800225723,0.0028593048950321096,0.21971133034780294,0
2013-07-08,0.6,0.004474527851114485,0.010106851870216569,0.0035078266528367763,-0.005525356747070709,0.015776938893635472,-0.3384029167929314,0.005097578635797893,0.00911521531101999,0.226458458030239,0
2013-07-09,1.0,0.005302263654071116,0.007141661398533196,0.0032347934416716573,0.000249076863494091,0.015058657757950875,-0.2776348141143036,0.008833334723752959,0.0032017815740195722,0.21994671241692237,0
2013-07-10,0.8,0.0046537613029065785,0.007008751891779688,0.0027441403643204687,-0.0029029173146291943,0.01271197927217873,-0.7192328721939742,0.009144617420744166,0.0025488412971211086,0.22765974191869748,0
2013-07-11,1.0,0.019757070243785792,0.006587714691481896,0.015728687067479985,0.014206464463724667,0.027839036860934873,0.7679838490087149,0.008016742755168133,0.003258451975803488,0.16336309376304708,0
2013-07-12,0.6,0.00552533653589733,0.011765645858903287,0.0006834774301704982,-0.0015724287304002438,0.02166370295902555,-0.3145433287261057,0.0012544723221132466,0.00980780112764798,0.20144486430029884,0
2013-07-15,0.6,0.002558625893066213,0.006823005970175652,0.0018309576768265057,-0.0029590068868535547,0.011649994644683257,-0.3703585446750946,0.008328043426681708,0.002876779577084765,0.2414703435042444,0
2013-07-16,0.8,0.002036501595103557,0.004736134254379311,0.0027647855648558206,-0.00419925309492486,0.006260848298117727,-0.252237661994497,0.001912491129873046,0.003816944778673914,0.22145929959886285,0
2013-07-17,0.4,-0.0030049509932887687,0.007658422149852697,-0.0011527006828848663,-0.012779253471471064,0.004795780982071295,-1.048469800205252,0.007501099124972552,0.00479467804058091,0.2172317232633647,0
2013-07-18,0.2,-0.0065071621145669665,0.006717625742062415,-0.008394041344955028,-0.01358308969468831,0.0018744232930993684,0.36690581124329463,0.005953486317881028,0.004617969583134919,0.22095371256362245,0
2013-07-19,0.2,-0.018250610116611634,0.01648759583711002,-0.015772610399552467,-0.038178407298840464,-0.00014585335717898565,0.9482325580219273,0.014049128077844046,0.010988079771272447,0.1329543549370742,0
2013-07-22,0.6,0.006383490675965042,0.010776948236380132,0.0032003239408988637,-0.004727190993490238,0.018686591949017516,0.14215734815949224,0.010674753691441542,0.007461432403657447,0.2339785389368529,0
2013-07-23,0.0,-0.008012463677449056,0.005745171303679239,-0.007576571663672205,-0.015331271095670363,-0.0023114911472572395,-0.05347779928552668,0.008116696856339499,0.0002107702155010911,0.19132556315143323,0
2013-07-24,0.4,0.008775045394039827,0.022036525579411007,0.0,-0.005832647330710272,0.03889050454325988,0.10741846013718886,0.026253992812613522,0.011372351814183517,0.13721163464239083,0
2013-07-25,0.4,-0.004158856659238941,0.013881594936249032,-0.004562906497424191,-0.017634758623896185,0.012639263082519211,0.45168065137053204,0.010781335696798084,0.011296077095958567,0.1910875765788192,0
2013-07-26,0.6,0.006905851900347893,0.01301464204132081,0.005678487933677534,-0.003895527689077638,0.02416814831421403,-0.12185968931407547,0.006238392835054863,0.011666252176402228,0.202566765572252,0
2013-07-29,0.2,-0.0023286764344861766,0.012169759589130635,-0.0025300417957861976,-0.01584912732144563,0.011913350571800159,-0.2265393376585041,0.010244992278756106,0.007894764672670874,0.21420499825472572,0
2013-07-30,0.8,0.007372962184963483,0.011243055745702555,0.009828771621555932,-0.007683088368940272,0.016019623211884014,0.05210793901916868,0.003603914836885855,0.009174910049495668,0.21189394224729946,0
2013-07-31,0.2,-0.0014936104011455508,0.0024728967524069766,-0.0017427675969399203,-0.0038596643308497656,0.0016027259430183788,0.06467116428545354,0.0019326054086211317,0.002002660818444705,0.1911811787108239,0
2013-08-01,0.8,0.01013513474381127,0.009268008475519385,0.013850402248795746,-0.00243722539551503,0.017730289984463264,-0.0005042935838288864,0.010005639029483303,0.005654903959456211,0.22862731377271794,0
2013-08-02,0.8,0.005224662848796036,0.006522511048562868,0.0069466154980899475,-0.0030407614807131276,0.011904734573222919,-0.2472193130687393,0.0031005670938075666,0.005467141391592406,0.23206189197641303,0
2013-08-05,0.4,0.00028147711923731666,0.009947501386829347,-0.0017318104207755258,-0.00965938545604006,0.012899940232311289,-0.39153192658699293,0.010449617915826248,0.005724227589819571,0.23727869734522228,0
2013-08-06,0.0,-0.007535848482452812,0.005429148955460831,-0.008946616990415546,-0.013730853625713047,-0.0013950024565634995,-0.24366005135249091,0.005528650446193899,0.003390220391552592,0.20909262003607887,0
2013-08-07,0.2,-0.0010872542394602558,0.010398842101595373,-0.0006844131035246281,-0.011535067662689902,0.012043556406184906,0.015364462790080285,0.009140719030911446,0.007642895012876859,0.22168616701461646,0
2013-08-08,0.6,0.004503272710657602,0.01331604395980005,0.002256706408409581,-0.0076184725946143225,0.022080977848782088,-0.17617298200125325,0.01724567650360832,0.004751309600384622,0.225180418509487,0
2013-08-09,0.2,-0.006334614709216457,0.008247283141836608,-0.005776790216930894,-0.014274530201030223,0.003607632387643854,-0.2630575898978861,0.004896550807747031,0.006794843835315076,0.22047649627293808,0
2013-08-12,0.4,0.003580924953675768,0.01476884005200407,-0.0019174866064998186,-0.007725863197009386,0.0237661915632076,-0.2794504523821691,0.018558548978932873,0.0064810915255866545,0.20480633354587885,0
2013-08-13,0.4,0.003508671374075391,0.02595359193216229,-0.004810824419497872,-0.017410071340446587,0.03870645219680968,-0.05320932075764098,0.034040438183612305,0.009331567965679887,0.10414112896843508,0
2013-08-14,0.6,0.008467608357263656,0.022506231396746,0.0037232061305960684,-0.012174504956183796,0.03748996961226596,0.26791071753484724,0.019485360773853176,0.01727252453580246,0.12269164149696049,0
2013-08-15,0.2,-0.008045189350486436,0.010455752072143344,-0.011669192913610016,-0.017191654540557356,0.0050859619057275415,-0.05077547450800511,0.012218620740725883,0.005464323155535124,0.21736658902489686,0
2013-08-16,0.6,0.0008397277757027366,0.005798948314023007,0.0003145115207694449,-0.005247574652449072,0.007894850930609286,0.025412895276362753,0.00429675015022311,0.004728060458761569,0.23771406446769144,0
2013-08-19,0.6,-0.0010181142827526024,0.012625724698995467,0.0026332018350780917,-0.015218535293017133,0.010655732718641842,0.06383354992559105,0.014573562404918443,0.006608361910249115,0.21891138776526486,0
2013-08-20,0.4,-0.0001504738717193588,0.007977286690660924,0.0,-0.010562452211665473,0.00692631707859399,-0.3664431077115703,0.010368462906159996,0.0024581148875922666,0.23047352813764133,0
2013-08-21,0.4,-0.0013367386558516881,0.005412430289355865,-0.00031626276459262304,-0.00795860840314624,0.004129302560334746,-0.008363519497955937,0.003653293660580883,0.004608145094419245,0.22989384771057159,0
2013-08-22,1.0,0.010883455491209304,0.010014352639203892,0.00537635485400112,0.001963099406683,0.023367073132001703,-0.609450434919928,0.012525514321318045,0.004520742605654723,0.21009773879567162,0
2013-08-23,0.4,0.007756886336824263,0.02131763637079299,0.0,-0.0039761352001004505,0.03673808972429743,-0.20778555688043363,0.02755496168155606,0.00824589118709589,0.1459620720789646,0
2013-08-26,0.4,-0.005772307548366928,0.009241878862297945,-0.004389777948355156,-0.01643350806384043,0.003514711765864486,0.16591456734257454,0.011709097171825897,0.0035653000045064776,0.22625193517601389,0
2013-08-27,0.0,-0.020903867421652556,0.006404879817942165,-0.01874444569754996,-0.02808451226388329,-0.01382965624921313,0.16210793752640376,0.0085526359494157,0.0020512448289229032,0.14692801622882273,0
2013-08-28,0.4,-0.000411221299293163,0.004540675597541571,0.0,-0.006149043833837053,0.004245086024169486,-0.04122523038908863,0.006014894904947613,0.001537938100590318,0.22250481186984705,0
2013-08-29,0.8,0.006456957512158223,0.006969917138061381,0.008107966336508454,-0.00129569351596861,0.014545337693231762,-0.21560824471704243,0.009558163646814832,0.0016521668979555119,0.22807249649603295,0
2013-08-30,0.0,-0.007094400781980914,0.004006858933036388,-0.009111237779780179,-0.0104456618884049,-0.0019774371228439953,0.04903050484266411,0.0039034368523162507,0.002820895590806434,0.1986417535664156,0
2013-09-03,0.8,0.000964140296573443,0.026594125740572395,0.0027913010060522936,-0.03378165315849572,0.02544829471473844,0.6243851014954745,0.02550103662086175,0.018586554941150992,0.06950300758887196,0
2013-09-04,0.8,0.007736493480136009,0.016775638793158448,0.013075653093898243,-0.015166923291098165,0.019905867943320832,0.22419396801234692,0.02176031128761519,0.006382982020188403,0.17867812838445662,0
